timestamp,Chiller 9 Setpoint Temperature,Chiller 9 Supply Temperature,Chiller 9 Tonnage,Chiller 9 Return Temperature,Chiller 9 Chiller Efficiency,Chiller 9 Power Input,Chiller 9 Chiller % Loaded,Chiller 9 Condenser Water Flow,Chiller 9 Liquid Refrigerant Evaporator Temperature,Chiller 9 Condenser Water Supply To Chiller Temperature,Chiller 9 Run Status,Chiller 9 Schedule
2023-03-26T09:45:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T10:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T10:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T10:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T10:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T11:00:02-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T11:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T11:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T11:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T12:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T12:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T12:30:02-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T12:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T13:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T13:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T13:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T13:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T14:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T14:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T14:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T14:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T15:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T15:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T15:30:02-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T15:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T16:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T16:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T16:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T16:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T17:00:02-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T17:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T17:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T17:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T18:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T18:15:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T18:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T18:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T19:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T19:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T19:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T19:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T20:00:02-04:00,42.0,67.80000305175781,,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T20:15:05-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T20:30:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T20:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T21:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T21:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T21:30:02-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T21:45:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T22:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T22:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T22:30:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T22:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T23:00:02-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T23:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T23:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-26T23:45:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T00:00:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T00:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T00:30:04-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T00:45:05-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T01:00:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T01:15:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
2023-03-27T01:30:03-04:00,42.0,67.80000305175781,0.0,58.5,0.0,0,0,0.0,59.0,66.30000305175781,,
